Timestamp_From,Timestamp_To,Special_Filling_temp,Special_Filling_Flow,First_Agglo_Tank_Temp_T42,Tank_47_Temp,PPT-48_Temperature,Fine_Seed_Tonnage,Fine_Seed_Flow,Fine_Seed_Density,Fine_Seed_Charge,Fine_Seed_SSA,Fine_Seed_3_5u,Fine_Seed_45u,Fine_Seed_D50,PHE_Inlet_Temp,PHE_Outlet_Temp,Regular_Filling_Flow,Tank__52_Temp,Tank__56_Temp,Coarse_Seed_1_Tonnage,Coarse_Seed_2_Tonnage,Coarse_Seed_2_Flow,Coarse_Seed_1_Density,Coarse_Seed_2_Density,HAT_3_5u,HAT_45u,HAT_D50,Filling_Concentration,Filling_Ratio,Batch_Circulation_Hrs,Feed_Hydrate_D50,Feed_Hydrate_SSA,Date
2023-01-01 00:00:21,2023-01-01 01:00:00,92.69,198.33,78.54,76.76,53.23,58.68,120.09,1.49,,,,,,71.0,50.64,412.86,62.3,62.98,100.4,165.4,216.89,1.52,1.62,,,,227.2,0.671,,,,2023-01-01
2023-01-01 01:00:00,2023-01-01 02:00:00,92.9,194.91,78.96,76.9,53.16,50.27,103.75,1.48,,,,,,71.49,51.85,419.31,62.16,62.89,114.08,170.75,222.75,1.58,1.62,,,,,,,,,2023-01-01
2023-01-01 02:00:00,2023-01-01 03:00:00,93.92,195.96,79.59,77.1,52.79,48.76,100.09,1.49,,,,,,66.26,53.48,419.38,63.25,62.82,92.75,144.19,187.43,1.57,1.62,,,,,,,,,2023-01-01
2023-01-01 03:00:00,2023-01-01 04:00:00,93.85,190.95,79.78,77.31,52.68,48.69,99.92,1.49,,,,,,71.96,52.76,421.48,63.04,62.75,77.88,149.98,219.66,1.52,1.58,,,,,,,,,2023-01-01
2023-01-01 04:00:00,2023-01-01 05:00:00,93.83,193.25,79.76,77.43,52.67,50.88,99.98,1.5,,,,,,69.1,48.16,422.53,62.95,62.72,80.24,166.52,219.01,1.53,1.61,,,,231.5,0.674,,,,2023-01-01
2023-01-01 05:00:00,2023-01-01 06:00:00,93.74,180.09,80.12,77.55,52.75,46.71,92.29,1.48,,0.09,1.1,41.2,49.7,74.51,55.4,420.29,62.94,62.74,93.82,165.65,209.57,1.58,1.63,0.7,26.8,62.0,,,,91.1,0.049,2023-01-01
2023-01-01 06:00:00,2023-01-01 07:00:00,93.64,186.56,79.97,77.68,52.7,51.75,99.96,1.5,,,,,,69.92,50.61,408.6,62.55,62.73,77.01,138.39,220.83,1.52,1.55,,,,,,,,,2023-01-01
2023-01-01 07:00:00,2023-01-01 08:00:00,93.86,183.79,79.96,77.81,52.68,54.77,106.29,1.5,,,,,,73.58,47.09,406.36,63.17,62.72,97.0,165.18,212.18,1.58,1.62,,,,,,,,,2023-01-01
2023-01-01 08:00:00,2023-01-01 09:00:00,93.52,182.23,79.9,77.87,52.66,55.11,109.89,1.49,,,,,,73.91,53.59,399.54,63.17,62.68,85.5,151.88,220.15,1.55,1.58,,,,231.1,0.665,,,,2023-01-01
2023-01-01 09:00:00,2023-01-01 10:00:00,93.52,191.61,79.71,77.84,52.7,58.22,117.4,1.49,,,,,,72.53,55.88,392.41,63.17,62.77,102.45,153.59,214.41,1.6,1.59,,,,,,45.86,,,2023-01-01
2023-01-01 10:00:00,2023-01-01 11:00:00,94.31,192.61,79.47,77.41,52.79,61.38,124.89,1.49,,,,,,69.76,52.1,376.84,63.07,62.95,83.61,115.94,219.87,1.54,1.5,,,,,,,,,2023-01-01
2023-01-01 11:00:00,2023-01-01 12:00:00,94.81,191.55,79.69,77.19,52.87,58.13,119.7,1.48,,,,,,70.47,49.65,374.74,63.06,63.08,90.81,162.71,218.26,1.56,1.61,,,,,,,,,2023-01-01
2023-01-01 12:00:00,2023-01-01 13:00:00,95.29,182.17,79.54,77.45,53.03,63.12,124.92,1.49,,,,,,69.23,48.78,352.44,63.38,63.21,87.21,145.52,219.85,1.55,1.57,,,,232.6,0.655,,,,2023-01-01
2023-01-01 13:00:00,2023-01-01 14:00:00,95.39,198.91,79.91,77.51,53.13,64.08,125.21,1.5,,0.082,0.9,37.0,51.5,74.89,54.64,344.91,63.8,63.35,103.41,148.37,213.36,1.61,1.59,0.6,14.4,82.1,,,,94.7,0.049,2023-01-01
2023-01-01 14:00:00,2023-01-01 15:00:00,95.19,197.92,79.86,77.63,53.15,62.53,124.97,1.49,,,,,,67.92,52.85,359.65,64.25,63.5,78.6,125.67,219.42,1.52,1.52,,,,,,,,,2023-01-01
2023-01-01 15:00:00,2023-01-01 16:00:00,95.56,191.89,80.07,77.56,52.92,61.5,124.86,1.49,,,,,,62.47,50.07,360.5,64.35,63.7,126.63,157.01,216.7,1.56,1.6,,,,,,,,,2023-01-01
2023-01-01 16:00:00,2023-01-01 17:00:00,96.1,184.17,80.0,77.69,53.09,61.67,125.28,1.49,,,,,,73.12,45.18,358.08,64.37,63.87,92.78,115.35,174.69,1.53,1.57,,,,231.8,0.66,,,,2023-01-01
2023-01-01 17:00:00,2023-01-01 18:00:00,96.38,172.96,79.85,77.8,52.92,61.22,124.98,1.49,,,,,,68.9,47.66,366.82,64.67,64.0,105.3,123.19,193.72,1.57,1.56,,,,,,,,,2023-01-01
2023-01-01 18:00:00,2023-01-01 19:00:00,96.17,169.76,79.74,77.89,52.83,60.87,124.86,1.49,,,,,,70.77,45.72,372.49,64.64,64.07,89.31,118.79,196.33,1.52,1.54,,,,,,,,,2023-01-01
2023-01-01 19:00:00,2023-01-01 20:00:00,96.72,187.12,80.17,77.99,52.73,60.32,124.84,1.48,,,,,,70.92,49.92,375.98,64.87,64.15,102.23,135.28,201.91,1.56,1.57,,,,,,,,,2023-01-01
2023-01-01 20:00:00,2023-01-01 21:00:00,96.15,177.21,79.64,77.57,52.74,60.73,125.29,1.48,,,,,,61.88,46.47,391.39,64.38,64.21,99.12,132.96,200.1,1.55,1.57,,,,242.1,0.655,,,,2023-01-01
2023-01-01 21:00:00,2023-01-01 22:00:00,96.07,173.29,80.12,77.88,53.1,52.3,115.55,1.46,,0.103,1.2,58.0,41.6,63.8,46.72,399.04,64.56,64.25,117.24,131.68,199.78,1.6,1.57,0.9,37.0,52.8,,,,90.7,0.049,2023-01-01
2023-01-01 22:00:00,2023-01-01 23:00:00,96.25,177.79,79.66,77.94,53.09,59.65,125.37,1.48,,,,,,68.19,41.02,401.76,64.67,64.25,81.45,107.43,199.83,1.5,1.51,,,,,,,,,2023-01-01
2023-01-01 23:00:00,2023-01-02 00:00:00,96.56,161.11,79.58,77.81,53.18,55.66,118.96,1.47,,,,,,54.87,40.57,409.84,65.18,64.19,96.91,128.87,177.89,1.54,1.58,,,,,,,,,2023-01-01
2023-01-02 00:00:00,2023-01-02 01:00:00,97.35,200.83,79.88,77.99,52.98,59.6,124.62,1.48,,,,,,72.32,54.55,410.63,64.71,64.19,92.78,145.92,200.8,1.53,1.6,,,,,,,,,2023-01-02
2023-01-02 01:00:00,2023-01-02 02:00:00,97.75,199.72,80.06,77.99,52.51,62.61,124.96,1.49,,,,,,72.1,46.32,420.33,64.73,64.16,70.9,128.56,199.87,1.46,1.56,,,,243.7,0.667,,,,2023-01-02
2023-01-02 02:00:00,2023-01-02 03:00:00,97.08,196.17,79.96,78.03,52.51,65.71,125.15,1.5,,,,,,72.25,43.26,418.9,64.88,64.19,79.66,102.48,158.56,1.52,1.56,,,,,,,,,2023-01-02
2023-01-02 03:00:00,2023-01-02 04:00:00,96.83,170.23,79.31,77.93,52.6,66.71,121.11,1.52,,,,,,59.61,40.9,417.43,64.4,64.21,74.63,120.54,170.25,1.51,1.59,,,,,,,,,2023-01-02
2023-01-02 04:00:00,2023-01-02 05:00:00,96.72,200.07,79.88,77.96,52.7,66.18,120.07,1.52,,,,,,52.57,47.27,416.55,64.94,64.2,81.44,119.87,181.28,1.53,1.57,,,,241.0,0.675,,,,2023-01-02
2023-01-02 05:00:00,2023-01-02 06:00:00,97.39,201.13,80.05,78.03,52.87,65.54,119.49,1.52,,0.1,1.2,54.3,43.1,70.63,41.11,418.52,64.52,64.22,89.72,118.3,169.48,1.56,1.59,0.9,29.1,59.7,,,,93.5,0.051,2023-01-02
2023-01-02 06:00:00,2023-01-02 07:00:00,97.0,187.32,79.87,78.06,52.88,64.33,120.07,1.51,,,,,,69.33,40.59,414.1,64.17,64.18,66.11,99.91,181.96,1.45,1.52,,,,,,,,,2023-01-02
2023-01-02 07:00:00,2023-01-02 08:00:00,97.11,165.45,79.18,77.85,52.84,62.9,119.93,1.5,,,,,,49.19,39.4,415.19,64.47,64.18,118.18,154.56,199.8,1.57,1.62,,,,,,,,,2023-01-02
2023-01-02 08:00:00,2023-01-02 09:00:00,97.33,193.29,80.02,78.04,52.74,62.0,120.2,1.5,,,,,,61.11,46.03,410.13,64.09,64.16,105.65,132.94,200.04,1.54,1.57,,,,252.7,0.676,,,,2023-01-02
2023-01-02 09:00:00,2023-01-02 10:00:00,96.79,175.64,80.15,77.78,52.76,53.97,114.1,1.47,,,,,,71.72,45.94,398.86,63.9,64.16,113.18,110.21,172.35,1.59,1.56,,,,,,39.6,,,2023-01-02
2023-01-02 10:00:00,2023-01-02 11:00:00,97.01,195.42,74.26,67.15,52.87,51.76,110.25,1.48,,,,,,73.15,40.69,377.54,61.88,66.52,88.57,86.11,178.6,1.52,1.48,,,,,,,,,2023-01-02
2023-01-02 11:00:00,2023-01-02 12:00:00,96.75,164.47,80.06,76.17,52.94,50.24,109.94,1.47,,,,,,76.77,43.73,373.72,63.37,64.35,104.18,113.28,165.07,1.56,1.58,,,,,,,,,2023-01-02
2023-01-02 12:00:00,2023-01-02 13:00:00,95.88,164.34,80.0,75.11,53.0,49.11,109.78,1.47,,,,,,72.45,54.82,357.18,63.51,64.08,87.94,122.37,186.5,1.52,1.57,,,,,,,,,2023-01-02
2023-01-02 13:00:00,2023-01-02 14:00:00,96.29,165.25,80.0,75.05,53.04,50.44,110.24,1.47,,0.088,1.0,43.2,48.5,75.37,52.74,344.28,63.85,63.95,125.21,101.47,168.65,1.63,1.54,0.7,17.1,74.8,248.7,0.67,,99.0,0.047,2023-01-02
2023-01-02 14:00:00,2023-01-02 15:00:00,95.2,167.58,79.91,75.32,52.59,50.38,113.46,1.46,,,,,,76.12,59.95,355.96,64.21,63.8,91.33,77.93,182.34,1.53,1.46,,,,,,,,,2023-01-02
2023-01-02 15:00:00,2023-01-02 16:00:00,95.56,177.01,80.02,76.68,52.46,55.2,120.46,1.47,,,,,,76.53,56.29,357.24,65.27,63.72,105.78,129.9,175.11,1.57,1.6,,,,,,,,,2023-01-02
2023-01-02 16:00:00,2023-01-02 17:00:00,95.87,176.11,79.91,76.69,52.57,56.89,120.09,1.48,,,,,,72.33,53.65,358.38,64.5,63.75,89.46,151.78,200.24,1.52,1.62,,,,,,,,,2023-01-02
2023-01-02 17:00:00,2023-01-02 18:00:00,95.82,160.09,79.68,76.74,52.83,57.41,119.51,1.48,,,,,,71.94,54.61,356.95,64.72,63.75,136.69,117.54,194.62,1.66,1.54,,,,,,,,,2023-01-02
2023-01-02 18:00:00,2023-01-02 19:00:00,94.73,194.14,79.67,76.85,52.78,61.41,129.57,1.48,,,,,,71.22,54.73,367.97,64.54,63.83,109.56,100.59,219.81,1.58,1.47,,,,,,,,,2023-01-02
2023-01-02 19:00:00,2023-01-02 20:00:00,93.88,190.03,79.87,76.79,52.75,58.12,125.86,1.47,,,,,,73.81,55.17,371.88,63.53,63.85,97.13,192.59,236.15,1.56,1.64,,,,241.9,0.674,,,,2023-01-02
2023-01-02 20:00:00,2023-01-02 21:00:00,94.03,189.76,79.24,76.72,52.75,64.03,129.81,1.49,,,,,,73.86,54.98,385.06,62.99,63.87,96.64,195.98,248.87,1.54,1.63,,,,237.9,0.674,,,,2023-01-02
2023-01-02 21:00:00,2023-01-02 22:00:00,94.4,168.33,78.91,76.55,51.78,66.5,130.26,1.5,,0.108,1.4,57.8,41.3,70.9,58.42,402.37,63.98,63.78,129.85,144.01,233.81,1.64,1.55,0.7,16.2,79.9,,,,118.0,0.037,2023-01-02
2023-01-02 22:00:00,2023-01-02 23:00:00,95.14,190.63,79.1,76.49,48.69,69.17,130.84,1.51,,,,,,65.48,53.1,407.5,64.56,63.71,109.63,116.05,249.21,1.58,1.47,,,,,,,,,2023-01-02
2023-01-02 23:00:00,2023-01-03 00:00:00,94.98,207.36,79.68,75.74,52.48,63.92,124.05,1.49,,,,,,70.17,53.41,411.86,64.47,63.68,118.32,147.94,205.02,1.6,1.58,,,,,,,,,2023-01-02
2023-01-03 00:00:00,2023-01-03 01:00:00,95.18,197.61,79.13,75.55,53.43,71.84,132.17,1.51,,,,,,68.42,51.1,417.52,63.69,63.67,96.24,187.02,249.85,1.54,1.61,,,,,,,,,2023-01-03
2023-01-03 01:00:00,2023-01-03 02:00:00,94.97,202.29,79.68,75.45,53.38,69.07,119.82,1.53,,,,,,75.94,57.39,423.01,63.76,63.64,124.68,137.17,215.11,1.63,1.55,,,,236.6,0.67,,,,2023-01-03
2023-01-03 02:00:00,2023-01-03 03:00:00,94.77,198.03,79.58,75.4,53.42,67.14,119.64,1.52,,,,,,72.38,54.41,426.38,64.07,63.6,114.73,78.22,159.66,1.62,1.49,,,,,,,,,2023-01-03
2023-01-03 03:00:00,2023-01-03 04:00:00,96.0,197.65,79.86,75.8,53.51,69.12,120.15,1.53,,,,,,72.44,46.43,422.67,64.26,63.53,93.38,134.58,175.09,1.53,1.62,,,,,,,,,2023-01-03
2023-01-03 04:00:00,2023-01-03 05:00:00,95.89,196.01,80.06,76.05,53.62,70.64,119.93,1.53,,,,,,71.54,54.25,426.02,64.36,63.47,94.39,130.34,184.02,1.54,1.59,,,,,,,,,2023-01-03
2023-01-03 05:00:00,2023-01-03 06:00:00,95.82,195.02,80.06,76.26,53.76,72.35,120.39,1.54,,0.112,1.4,61.4,39.5,70.5,52.56,426.09,64.07,63.42,123.0,92.59,169.78,1.62,1.52,0.8,27.5,62.5,230.0,0.665,,106.4,0.042,2023-01-03
2023-01-03 06:00:00,2023-01-03 07:00:00,95.91,185.01,79.99,76.38,53.84,71.3,119.93,1.54,,,,,,70.69,50.46,421.7,64.1,63.36,109.74,70.19,186.36,1.58,1.43,,,,,,,,,2023-01-03
2023-01-03 07:00:00,2023-01-03 08:00:00,96.07,181.09,80.01,76.51,53.86,71.82,119.75,1.54,,,,,,75.15,48.96,408.59,64.44,63.3,115.31,135.56,184.91,1.6,1.6,,,,,,,,,2023-01-03
2023-01-03 08:00:00,2023-01-03 09:00:00,95.43,182.25,79.93,76.54,53.92,73.48,122.64,1.54,,,,,,72.33,51.93,397.38,64.36,63.23,96.22,137.53,189.93,1.54,1.6,,,,,,,,,2023-01-03
2023-01-03 09:00:00,2023-01-03 10:00:00,95.41,193.17,79.77,76.59,54.07,82.14,136.51,1.54,,,,,,72.98,55.73,393.9,65.09,63.2,121.12,103.16,178.71,1.62,1.53,,,,238.3,0.664,38.8,,,2023-01-03
2023-01-03 10:00:00,2023-01-03 11:00:00,95.73,181.26,82.01,76.83,54.2,24.07,182.93,1.19,,,,,,68.58,59.0,382.01,64.38,63.24,116.18,80.18,201.62,1.6,1.44,,,,,,,,,2023-01-03
2023-01-03 11:00:00,2023-01-03 12:00:00,89.05,53.44,80.78,76.32,54.3,-2.9,274.38,0.99,,,,,,74.0,62.58,375.68,63.57,63.24,134.13,127.5,210.21,1.61,1.54,,,,,,,,,2023-01-03
2023-01-03 12:00:00,2023-01-03 13:00:00,82.54,99.09,65.19,63.6,54.39,57.23,190.64,1.35,,,,,,78.36,63.84,365.83,62.75,66.4,102.77,136.77,185.04,1.54,1.61,,,,237.3,0.656,,,,2023-01-03
2023-01-03 13:00:00,2023-01-03 14:00:00,94.51,222.94,46.61,47.69,54.51,88.83,138.97,1.56,,0.084,1.0,38.6,51.1,75.25,57.63,356.02,61.77,64.76,113.97,106.87,179.11,1.62,1.54,0.7,17.2,75.2,,,,109.7,0.04,2023-01-03
2023-01-03 14:00:00,2023-01-03 15:00:00,95.08,298.99,48.04,65.86,54.66,89.33,140.33,1.56,,,,,,71.08,54.62,366.48,61.17,63.22,128.42,83.91,194.15,1.56,1.46,,,,,,,,,2023-01-03
2023-01-03 15:00:00,2023-01-03 16:00:00,95.21,254.54,46.56,73.48,54.74,89.7,143.37,1.55,,,,,,69.03,51.6,366.68,63.03,63.04,128.83,168.52,217.29,1.55,1.62,,,,,,,,,2023-01-03
2023-01-03 16:00:00,2023-01-03 17:00:00,94.05,195.96,47.29,73.34,54.68,91.34,147.87,1.55,,,,,,77.29,53.58,369.05,63.53,62.9,72.02,172.86,251.01,1.42,1.58,,,,238.8,0.665,,,,2023-01-03
2023-01-03 17:00:00,2023-01-03 18:00:00,94.56,204.67,45.54,73.38,54.68,91.54,148.4,1.55,,,,,,75.76,52.35,365.06,64.14,62.85,77.51,181.39,270.29,1.32,1.57,,,,,,,,,2023-01-03
2023-01-03 18:00:00,2023-01-03 19:00:00,94.83,198.94,44.4,73.52,54.65,90.76,146.87,1.55,,,,,,68.09,50.06,370.14,63.64,62.97,110.52,117.48,228.56,1.53,1.5,,,,,,,,,2023-01-03
2023-01-03 19:00:00,2023-01-03 20:00:00,95.29,192.2,35.63,74.54,54.56,74.52,128.25,1.5,,,,,,58.82,50.57,394.75,64.38,63.43,102.4,156.0,207.96,1.53,1.6,,,,,,,,,2023-01-03
2023-01-03 20:00:00,2023-01-03 21:00:00,94.49,199.87,34.17,73.18,54.52,86.72,147.27,1.53,,,,,,65.8,50.26,408.67,64.39,64.05,73.13,156.3,224.96,1.48,1.58,,,,235.6,0.66,,,,2023-01-03
2023-01-03 21:00:00,2023-01-03 22:00:00,94.84,204.08,36.61,73.21,54.48,80.41,144.57,1.52,,0.095,1.2,46.4,46.7,74.07,47.99,407.09,64.88,64.34,92.48,130.38,180.64,1.55,1.6,0.8,26.6,62.3,,,,107.8,0.041,2023-01-03
2023-01-03 22:00:00,2023-01-03 23:00:00,94.97,175.31,32.71,73.45,54.45,77.02,140.72,1.51,,,,,,72.82,46.34,414.62,65.22,64.39,91.07,114.65,194.74,1.51,1.54,,,,,,,,,2023-01-03
2023-01-03 23:00:00,2023-01-04 00:00:00,95.57,168.64,32.49,73.15,54.51,76.34,140.32,1.51,,,,,,71.61,52.37,428.08,65.15,64.35,99.32,127.16,177.34,1.53,1.58,,,,,,,,,2023-01-03
2023-01-04 00:00:00,2023-01-04 01:00:00,96.18,197.84,31.39,73.68,54.57,73.11,140.01,1.5,,,,,,72.95,47.76,422.14,65.31,64.28,70.09,122.88,181.99,1.48,1.57,,,,235.6,0.671,,,,2023-01-04
2023-01-04 01:00:00,2023-01-04 02:00:00,96.74,176.91,31.11,74.04,54.59,76.52,135.11,1.52,,,,,,63.93,48.22,432.57,65.59,64.13,92.63,133.19,177.69,1.55,1.61,,,,,,,,,2023-01-04
2023-01-04 02:00:00,2023-01-04 03:00:00,97.11,190.59,29.73,74.41,54.65,81.69,138.99,1.53,,,,,,74.83,45.61,431.57,65.51,64.02,91.74,131.68,179.41,1.54,1.6,,,,,,,,,2023-01-04
2023-01-04 03:00:00,2023-01-04 04:00:00,96.89,184.88,29.48,74.53,54.75,85.57,140.44,1.55,,,,,,75.44,42.29,430.05,65.45,63.99,87.72,133.15,203.58,1.49,1.57,,,,,,,,,2023-01-04
2023-01-04 04:00:00,2023-01-04 05:00:00,96.69,186.37,28.36,74.65,54.76,88.17,140.45,1.55,,,,,,74.19,42.45,430.87,65.17,64.05,87.79,142.46,219.71,1.49,1.56,,,,237.9,0.677,,,,2023-01-04
2023-01-04 05:00:00,2023-01-04 06:00:00,96.04,187.93,27.97,74.59,54.77,87.54,138.86,1.56,,0.099,1.2,50.1,44.9,75.16,52.08,427.33,65.06,64.14,90.1,137.86,219.12,1.52,1.55,0.7,21.1,69.5,,,,95.9,0.046,2023-01-04
2023-01-04 06:00:00,2023-01-04 07:00:00,95.67,178.2,26.77,74.35,54.78,88.19,140.17,1.55,,,,,,71.88,47.07,426.69,65.37,64.19,87.17,126.21,199.88,1.51,1.56,,,,,,,,,2023-01-04
2023-01-04 07:00:00,2023-01-04 08:00:00,95.69,173.05,26.56,74.37,54.78,87.43,140.02,1.55,,,,,,74.62,43.46,423.68,65.39,64.16,86.6,153.67,199.39,1.51,1.62,,,,,,,,,2023-01-04
2023-01-04 08:00:00,2023-01-04 09:00:00,96.04,173.77,29.37,74.52,54.76,85.58,140.12,1.55,,,,,,74.91,54.76,401.53,65.48,64.21,79.53,125.39,199.93,1.49,1.55,,,,,,,,,2023-01-04
2023-01-04 09:00:00,2023-01-04 10:00:00,96.02,170.13,29.72,84.2,54.74,77.01,133.91,1.52,,,,,,74.3,50.89,389.97,65.22,64.22,107.39,152.35,200.47,1.58,1.62,,,,233.4,0.667,33.06,,,2023-01-04
2023-01-04 10:00:00,2023-01-04 11:00:00,96.16,167.33,30.64,84.12,54.74,81.03,139.91,1.53,,,,,,71.71,49.67,381.95,64.87,64.22,90.4,128.0,200.17,1.52,1.56,,,,,,,,,2023-01-04
2023-01-04 11:00:00,2023-01-04 12:00:00,96.81,142.47,31.38,77.04,54.76,79.92,140.06,1.53,,,,,,71.95,48.07,373.69,65.27,64.2,102.33,143.56,215.38,1.57,1.57,,,,,,,,,2023-01-04
2023-01-04 12:00:00,2023-01-04 13:00:00,96.49,141.89,33.08,76.8,54.83,74.2,140.35,1.51,,,,,,81.97,60.1,366.68,65.48,64.17,93.16,130.6,237.17,1.53,1.52,,,,,,,,,2023-01-04
2023-01-04 13:00:00,2023-01-04 14:00:00,96.13,174.93,37.74,75.58,54.83,66.23,139.81,1.48,,0.087,1.1,42.7,48.3,77.57,54.05,358.08,65.94,64.2,105.28,151.63,206.32,1.58,1.6,0.7,15.7,76.5,225.7,0.683,,105.8,0.042,2023-01-04
2023-01-04 14:00:00,2023-01-04 15:00:00,95.24,172.0,40.15,71.82,54.87,61.04,133.96,1.47,,,,,,71.36,50.71,366.28,65.95,64.3,84.43,149.1,226.39,1.52,1.57,,,,,,,,,2023-01-04
2023-01-04 15:00:00,2023-01-04 16:00:00,94.9,130.42,40.93,71.31,54.93,55.46,124.59,1.46,,,,,,71.28,52.24,366.32,66.89,64.6,93.27,154.77,229.75,1.55,1.58,,,,,,,,,2023-01-04
2023-01-04 16:00:00,2023-01-04 17:00:00,94.64,105.13,41.14,67.56,54.95,57.32,129.52,1.46,,,,,,75.09,58.66,367.52,65.57,64.47,88.59,154.27,240.18,1.53,1.56,,,,232.7,0.673,,,,2023-01-04
2023-01-04 17:00:00,2023-01-04 18:00:00,94.73,108.22,38.91,70.7,54.38,69.87,146.14,1.48,,,,,,73.05,56.37,366.13,64.67,64.3,114.11,165.98,233.55,1.58,1.59,,,,,,,,,2023-01-04
2023-01-04 18:00:00,2023-01-04 19:00:00,95.14,106.8,38.24,77.86,53.94,71.39,148.75,1.48,,,,,,74.02,56.34,368.92,64.43,64.26,110.14,153.02,239.65,1.55,1.56,,,,,,,,,2023-01-04
2023-01-04 19:00:00,2023-01-04 20:00:00,95.26,117.15,37.49,76.14,53.87,72.49,149.91,1.48,,,,,,72.34,53.15,366.53,64.45,64.22,77.69,161.18,228.15,1.52,1.59,,,,,,,,,2023-01-04
2023-01-04 20:00:00,2023-01-04 21:00:00,95.46,147.79,33.02,76.77,53.83,70.01,148.84,1.48,,,,,,71.95,49.28,392.03,64.03,64.18,120.53,151.88,240.51,1.58,1.56,,,,231.9,0.667,,,,2023-01-04
2023-01-04 21:00:00,2023-01-04 22:00:00,95.84,165.59,33.65,74.77,53.82,69.07,149.13,1.47,,0.096,1.2,50.7,44.7,67.21,53.34,403.16,64.68,64.17,142.1,168.41,230.81,1.63,1.6,0.8,24.3,63.4,,,,105.9,0.043,2023-01-04
2023-01-04 22:00:00,2023-01-04 23:00:00,95.37,126.02,35.51,74.32,53.83,66.07,147.95,1.47,,,,,,71.0,53.08,401.82,64.02,64.18,101.64,152.6,239.92,1.52,1.56,,,,,,,,,2023-01-04
2023-01-04 23:00:00,2023-01-05 00:00:00,95.06,136.83,36.69,74.25,53.88,64.1,148.89,1.46,,,,,,65.37,53.26,404.22,64.78,64.14,99.15,162.83,234.98,1.56,1.58,,,,,,,,,2023-01-04
2023-01-05 00:00:00,2023-01-05 01:00:00,95.31,139.25,41.05,74.06,53.97,60.77,149.15,1.45,,,,,,73.61,53.22,408.23,64.08,64.08,97.11,113.15,183.32,1.54,1.55,,,,232.7,0.665,,,,2023-01-05
2023-01-05 01:00:00,2023-01-05 02:00:00,95.17,124.76,42.38,73.83,53.99,65.64,149.37,1.46,,,,,,72.07,51.93,394.07,64.38,64.03,105.0,125.34,163.78,1.58,1.61,,,,,,,,,2023-01-05
2023-01-05 02:00:00,2023-01-05 03:00:00,95.34,126.11,39.98,73.94,53.84,67.72,148.86,1.47,,,,,,72.95,49.38,383.08,64.29,63.98,99.13,121.99,171.02,1.55,1.59,,,,,,,,,2023-01-05
2023-01-05 03:00:00,2023-01-05 04:00:00,95.2,121.56,40.66,73.85,53.78,64.49,142.88,1.47,,,,,,70.59,49.15,379.91,63.5,63.89,108.99,117.86,184.35,1.55,1.56,,,,,,,,,2023-01-05
2023-01-05 04:00:00,2023-01-05 05:00:00,94.87,133.54,40.29,74.4,53.69,56.31,124.52,1.47,,,,,,65.2,51.0,376.43,63.79,63.75,99.3,117.72,188.67,1.52,1.55,,,,237.1,0.663,,,,2023-01-05
2023-01-05 05:00:00,2023-01-05 06:00:00,94.08,151.56,41.31,74.43,53.51,61.52,141.24,1.46,,0.094,1.1,48.3,45.8,73.84,52.53,380.73,64.44,63.64,98.52,132.82,172.3,1.56,1.62,0.8,23.1,67.2,,,,92.2,0.048,2023-01-05
2023-01-05 06:00:00,2023-01-05 07:00:00,93.91,146.89,40.27,75.0,53.47,51.27,122.07,1.45,,,,,,70.75,47.75,382.72,63.45,63.55,122.84,110.43,194.93,1.55,1.52,,,,,,,,,2023-01-05
2023-01-05 07:00:00,2023-01-05 08:00:00,93.97,151.59,39.02,74.74,53.54,50.96,137.61,1.43,,,,,,73.9,45.73,384.76,64.18,63.46,124.9,140.58,203.41,1.6,1.58,,,,,,,,,2023-01-05
2023-01-05 08:00:00,2023-01-05 09:00:00,94.76,147.78,38.62,76.27,53.55,42.29,118.6,1.42,,,,,,74.88,49.97,386.64,64.47,63.39,61.44,119.1,199.94,1.46,1.54,,,,228.6,0.665,,,,2023-01-05
2023-01-05 09:00:00,2023-01-05 10:00:00,94.82,144.65,39.51,80.41,53.51,47.83,119.61,1.44,,,,,,75.79,51.1,385.93,64.0,63.3,106.55,138.95,191.99,1.58,1.6,,,,,,34.77,,,2023-01-05
2023-01-05 10:00:00,2023-01-05 11:00:00,94.55,141.25,39.7,74.77,53.47,56.69,144.27,1.44,,,,,,75.2,53.01,386.97,64.01,63.28,90.3,114.67,199.9,1.52,1.53,,,,,,,,,2023-01-05
2023-01-05 11:00:00,2023-01-05 12:00:00,94.24,134.95,35.02,71.27,53.49,53.33,137.15,1.44,,,,,,70.15,53.63,375.29,63.01,65.43,77.57,118.2,194.37,1.49,1.54,,,,,,,,,2023-01-05
2023-01-05 12:00:00,2023-01-05 13:00:00,94.84,186.04,35.25,73.6,53.52,36.9,90.06,1.45,,,,,,66.62,51.69,370.53,63.02,63.34,66.77,118.67,182.91,1.48,1.56,,,,224.8,0.664,,,,2023-01-05
2023-01-05 13:00:00,2023-01-05 14:00:00,95.4,158.45,36.36,74.16,53.48,43.56,113.41,1.44,,0.094,1.1,48.8,45.5,62.92,52.59,357.51,64.31,63.29,106.6,123.06,190.58,1.58,1.56,0.8,25.4,61.9,,,,100.3,0.043,2023-01-05
